filename,label
img_0.png,square
img_1.png,triangle
img_2.png,hexagon
img_3.png,triangle
img_4.png,hexagon
img_5.png,hexagon
img_6.png,rectangle
img_7.png,rectangle
img_8.png,circle
img_9.png,square
img_10.png,square
img_11.png,triangle
img_12.png,circle
img_13.png,triangle
img_14.png,ellipse
img_15.png,square
img_16.png,circle
img_17.png,ellipse
img_18.png,circle
img_19.png,square
img_20.png,hexagon
img_21.png,octagon
img_22.png,square
img_23.png,hexagon
img_24.png,ellipse
img_25.png,square
img_26.png,hexagon
img_27.png,hexagon
img_28.png,triangle
img_29.png,hexagon
img_30.png,ellipse
img_31.png,hexagon
img_32.png,triangle
img_33.png,square
img_34.png,hexagon
img_35.png,circle
img_36.png,octagon
img_37.png,triangle
img_38.png,triangle
img_39.png,triangle
img_40.png,octagon
img_41.png,hexagon
img_42.png,circle
img_43.png,rectangle
img_44.png,triangle
img_45.png,triangle
img_46.png,rectangle
img_47.png,rectangle
img_48.png,octagon
img_49.png,hexagon
img_50.png,ellipse
img_51.png,octagon
img_52.png,triangle
img_53.png,octagon
img_54.png,ellipse
img_55.png,octagon
img_56.png,triangle
img_57.png,rectangle
img_58.png,hexagon
img_59.png,octagon
img_60.png,rectangle
img_61.png,hexagon
img_62.png,ellipse
img_63.png,circle
img_64.png,ellipse
img_65.png,octagon
img_66.png,rectangle
img_67.png,octagon
img_68.png,hexagon
img_69.png,triangle
img_70.png,triangle
img_71.png,hexagon
img_72.png,ellipse
img_73.png,rectangle
img_74.png,triangle
img_75.png,rectangle
img_76.png,square
img_77.png,circle
img_78.png,circle
img_79.png,octagon
img_80.png,octagon
img_81.png,hexagon
img_82.png,octagon
img_83.png,circle
img_84.png,hexagon
img_85.png,triangle
img_86.png,circle
img_87.png,triangle
img_88.png,hexagon
img_89.png,circle
img_90.png,circle
img_91.png,triangle
img_92.png,circle
img_93.png,circle
img_94.png,hexagon
img_95.png,hexagon
img_96.png,rectangle
img_97.png,hexagon
img_98.png,octagon
img_99.png,octagon
img_100.png,circle
img_101.png,rectangle
img_102.png,ellipse
img_103.png,triangle
img_104.png,ellipse
img_105.png,hexagon
img_106.png,ellipse
img_107.png,square
img_108.png,ellipse
img_109.png,triangle
img_110.png,octagon
img_111.png,hexagon
img_112.png,triangle
img_113.png,octagon
img_114.png,circle
img_115.png,hexagon
img_116.png,triangle
img_117.png,square
img_118.png,ellipse
img_119.png,circle
img_120.png,triangle
img_121.png,triangle
img_122.png,octagon
img_123.png,ellipse
img_124.png,rectangle
img_125.png,circle
img_126.png,hexagon
img_127.png,ellipse
img_128.png,rectangle
img_129.png,circle
img_130.png,circle
img_131.png,ellipse
img_132.png,rectangle
img_133.png,hexagon
img_134.png,rectangle
img_135.png,triangle
img_136.png,triangle
img_137.png,triangle
img_138.png,hexagon
img_139.png,octagon
img_140.png,square
img_141.png,rectangle
img_142.png,ellipse
img_143.png,hexagon
img_144.png,ellipse
img_145.png,ellipse
img_146.png,triangle
img_147.png,rectangle
img_148.png,circle
img_149.png,square
img_150.png,hexagon
img_151.png,hexagon
img_152.png,triangle
img_153.png,square
img_154.png,triangle
img_155.png,hexagon
img_156.png,square
img_157.png,rectangle
img_158.png,rectangle
img_159.png,square
img_160.png,hexagon
img_161.png,triangle
img_162.png,circle
img_163.png,ellipse
img_164.png,octagon
img_165.png,triangle
img_166.png,rectangle
img_167.png,circle
img_168.png,rectangle
img_169.png,circle
img_170.png,ellipse
img_171.png,ellipse
img_172.png,ellipse
img_173.png,triangle
img_174.png,circle
img_175.png,hexagon
img_176.png,rectangle
img_177.png,square
img_178.png,square
img_179.png,octagon
img_180.png,ellipse
img_181.png,square
img_182.png,ellipse
img_183.png,rectangle
img_184.png,ellipse
img_185.png,triangle
img_186.png,square
img_187.png,rectangle
img_188.png,rectangle
img_189.png,hexagon
img_190.png,rectangle
img_191.png,triangle
img_192.png,square
img_193.png,octagon
img_194.png,ellipse
img_195.png,square
img_196.png,ellipse
img_197.png,circle
img_198.png,square
img_199.png,octagon
img_200.png,triangle
img_201.png,hexagon
img_202.png,square
img_203.png,ellipse
img_204.png,octagon
img_205.png,square
img_206.png,rectangle
img_207.png,ellipse
img_208.png,hexagon
img_209.png,hexagon
img_210.png,hexagon
img_211.png,circle
img_212.png,octagon
img_213.png,circle
img_214.png,octagon
img_215.png,square
img_216.png,circle
img_217.png,triangle
img_218.png,circle
img_219.png,octagon
img_220.png,triangle
img_221.png,triangle
img_222.png,rectangle
img_223.png,triangle
img_224.png,square
img_225.png,octagon
img_226.png,square
img_227.png,hexagon
img_228.png,rectangle
img_229.png,triangle
img_230.png,triangle
img_231.png,hexagon
img_232.png,square
img_233.png,triangle
img_234.png,square
img_235.png,octagon
img_236.png,rectangle
img_237.png,square
img_238.png,triangle
img_239.png,octagon
img_240.png,hexagon
img_241.png,circle
img_242.png,circle
img_243.png,rectangle
img_244.png,triangle
img_245.png,octagon
img_246.png,octagon
img_247.png,triangle
img_248.png,square
img_249.png,triangle
img_250.png,square
img_251.png,octagon
img_252.png,hexagon
img_253.png,octagon
img_254.png,octagon
img_255.png,octagon
img_256.png,ellipse
img_257.png,square
img_258.png,octagon
img_259.png,ellipse
img_260.png,circle
img_261.png,triangle
img_262.png,ellipse
img_263.png,square
img_264.png,square
img_265.png,ellipse
img_266.png,square
img_267.png,square
img_268.png,square
img_269.png,rectangle
img_270.png,rectangle
img_271.png,hexagon
img_272.png,triangle
img_273.png,ellipse
img_274.png,hexagon
img_275.png,octagon
img_276.png,circle
img_277.png,ellipse
img_278.png,triangle
img_279.png,circle
img_280.png,hexagon
img_281.png,ellipse
img_282.png,rectangle
img_283.png,circle
img_284.png,ellipse
img_285.png,octagon
img_286.png,circle
img_287.png,square
img_288.png,ellipse
img_289.png,octagon
img_290.png,square
img_291.png,square
img_292.png,triangle
img_293.png,square
img_294.png,rectangle
img_295.png,triangle
img_296.png,rectangle
img_297.png,square
img_298.png,square
img_299.png,square
img_300.png,ellipse
img_301.png,ellipse
img_302.png,octagon
img_303.png,square
img_304.png,hexagon
img_305.png,ellipse
img_306.png,triangle
img_307.png,ellipse
img_308.png,triangle
img_309.png,ellipse
img_310.png,triangle
img_311.png,circle
img_312.png,ellipse
img_313.png,ellipse
img_314.png,square
img_315.png,ellipse
img_316.png,hexagon
img_317.png,rectangle
img_318.png,triangle
img_319.png,circle
img_320.png,rectangle
img_321.png,octagon
img_322.png,octagon
img_323.png,ellipse
img_324.png,circle
img_325.png,octagon
img_326.png,square
img_327.png,ellipse
img_328.png,triangle
img_329.png,ellipse
img_330.png,square
img_331.png,triangle
img_332.png,square
img_333.png,triangle
img_334.png,triangle
img_335.png,ellipse
img_336.png,circle
img_337.png,triangle
img_338.png,triangle
img_339.png,hexagon
img_340.png,ellipse
img_341.png,ellipse
img_342.png,circle
img_343.png,ellipse
img_344.png,hexagon
img_345.png,ellipse
img_346.png,octagon
img_347.png,ellipse
img_348.png,hexagon
img_349.png,ellipse
img_350.png,rectangle
img_351.png,triangle
img_352.png,square
img_353.png,square
img_354.png,circle
img_355.png,triangle
img_356.png,rectangle
img_357.png,octagon
img_358.png,hexagon
img_359.png,ellipse
img_360.png,rectangle
img_361.png,triangle
img_362.png,triangle
img_363.png,circle
img_364.png,octagon
img_365.png,rectangle
img_366.png,circle
img_367.png,ellipse
img_368.png,ellipse
img_369.png,rectangle
img_370.png,square
img_371.png,circle
img_372.png,hexagon
